ANNUAL SUMMARY STATS
Metric,Value
Annual_GHI_Total_kWh_m2,2317.100163914222
Annual_DNI_Total_kWh_m2,3270.028613291957
Annual_I_Horizontal_kWh_m2,2317.100163914222
Annual_I_1Axis_Azimuth_kWh_m2,3262.147218377725
Annual_I_1Axis_Elevation_kWh_m2,2479.3311515752875
Annual_I_2Axis_kWh_m2,3568.9519303635348
Annual_Yield_Horizontal_kWh_m2,280.507155408303
Annual_Yield_1Axis_Azimuth_kWh_m2,398.81473718453293
Annual_Yield_1Axis_Elevation_kWh_m2,298.2838427976859
Annual_Yield_2Axis_kWh_m2,434.3923927131711
Annual_Loss_Ang_Horiz_kWh_m2,83.83431963437027
Annual_Loss_Ang_1Axis_Az_kWh_m2,8.878938755922281
Annual_Loss_Ang_1Axis_El_kWh_m2,72.17878429959755
Annual_Loss_Ang_2Axis_kWh_m2,0.0
Annual_Loss_Therm_Horiz_kWh_m2,32.150062790876206
Annual_Loss_Therm_1Axis_Az_kWh_m2,56.64282196251959
Annual_Loss_Therm_1Axis_El_kWh_m2,38.717488620910764
Annual_Loss_Therm_2Axis_kWh_m2,65.26087753772387
Ratio_Yield_Horizontal_vs_2Axis_Percent,64.57460123928128
Ratio_Yield_1Axis_Azimuth_vs_2Axis_Percent,91.80978854016672
Ratio_Yield_1Axis_Elevation_vs_2Axis_Percent,68.66691217464354

HOURLY DATA
Day,Hour,Declination_deg,HourAngle_deg,Elevation_deg,Azimuth_deg,DNI_W_m2,GHI_W_m2,I_Horizontal_W_m2,I_1Axis_Azimuth_W_m2,I_1Axis_Elevation_W_m2,I_2Axis_W_m2,P_Horizontal_W_m2,P_1Axis_Azimuth_W_m2,P_1Axis_Elevation_W_m2,P_2Axis_W_m2,Loss_Ang_Horiz_W_m2,Loss_Ang_1Axis_Az_W_m2,Loss_Ang_1Axis_El_W_m2,Loss_Ang_2Axis_W_m2,Loss_Therm_Horiz_W_m2,Loss_Therm_1Axis_Az_W_m2,Loss_Therm_1Axis_El_W_m2,Loss_Therm_2Axis_W_m2
13,17,-21.596776696955082,-68.74815255215498,28.749142021155834,-98.73394603126103,923.7087939344249,495.1842500882424,495.1842500882424,860.8900384663551,169.268680826804,987.1029821013872,61.11597267270267,105.64947623841798,11.51856539288653,119.01146289162314,27.940844363142617,2.676268086654204,86.01860152645055,0,4.298104128811303,14.500451614740172,0.1364457091629543,19.182954602571087
13,18,-21.596776696955082,-83.74815255215498,16.328388392924225,-105.61041925609304,752.0800407353477,252.88633545529058,252.88633545529058,604.3564666933146,44.72732089954393,796.8073616348915,27.882456153294456,76.74788222472223,0.0,99.0533980638848,47.81187483554396,5.77067421738775,44.72732089954393,0,0.8279683334700749,7.0541287219075315,0.0,12.499632565000027
13,19,-21.596776696955082,-98.74815255215498,4.327666922925705,-112.83769609777187,195.25707087872993,25.494176601034802,25.494176601034802,126.13657254375931,8.14303107668284,203.4001019554128,1.2813338174118287,16.871703712361334,0.0,27.66151086970943,16.329982157541195,3.509778553516526,8.14303107668284,0,0.00165340467727626,0.2960474462726559,0.0,0.814503404048363
14,6,-21.436301322946075,96.34291183092232,6.129479777603998,111.49561251071451,335.0352849076452,54.25524662073599,54.25524662073599,224.99444913000437,15.073720859360066,350.10900576700527,3.5398117028564613,29.804686659361728,0.0,46.60203958772226,28.880330796213496,5.317557802536925,15.073720859360066,0,0.012676512576688115,0.9500781264837173,0.0,2.4132212196584817
14,7,-21.436301322946075,81.34291183092232,18.22152398532166,104.3498876813941,790.2776440316029,290.70758852310735,290.70758852310735,652.4911869546899,48.593495143975574,838.8711391755785,33.143337473062935,82.36374140709817,0.0,103.58777146804064,45.51518508532152,5.271958159035421,48.593495143975574,0,1.183599008227084,8.246950624293447,0.0,13.854188016540363
14,8,-21.436301322946075,66.34291183092232,30.69814046027368,97.45465235065969,938.9990627180958,531.1713476892926,531.1713476892926,890.7189645112211,219.772368320516,1004.1201054287974,65.82538552358653,108.84016135557555,18.775841450142824,120.72675140816935,24.95402575090742,2.2941069947147525,83.0297316984412,0,5.045039547787397,15.53931869673535,0.36812767694765114,19.850063351862303
14,9,-21.436301322946075,51.34291183092232,43.37449949130412,90.09569451025193,1007.031204512829,747.143950535999,747.143950535999,1037.3270567426744,544.3264981180436,1077.2852409250995,92.38042036209582,123.98115845620435,66.47311383205002,127.9717337639364,11.098369532584229,0.6044930754746929,32.709703032256186,0,10.665960978382259,21.16000045720361,5.153237479960225,22.848199965577535
14,10,-21.436301322946075,36.34291183092232,56.040009691228505,80.92533200233636,1042.7437372970708,922.4018248230728,922.4018248230728,1109.3607579772574,837.0257394009416,1111.092715577303,111.92333165991163,131.0804902084025,102.46368081387438,131.2482294232088,4.455164582830093,0.010153593172617548,8.6428748112412,0,16.589200773722368,24.228594405369392,13.509920228683683,24.30475075761362
14,11,-21.436301322946075,21.342911830922322,68.24606051670574,66.07351942296215,1061.6255122049151,1044.5835695409085,1044.5835695409085,1114.5512878331072,1038.85837679015,1125.5420154723856,124.60929477775788,131.55112381859823,124.0153624604396,132.6348746031967,1.5196665202322492,0.30961293439577275,1.790918244063505,0,21.419651645136796,24.442710667221377,21.17408173601251,24.9410075629373
14,12,-21.436301322946075,6.342911830922322,77.97636626690868,29.581247634975323,1069.668946193867,1105.2086936367293,1105.2086936367293,1076.3462393911127,1124.4023890804497,1130.4527364404519,130.64013441255585,127.75456698645134,132.51562561357596,133.10426637431343,0.42565744216358326,1.2854824267774347,0.10636235430956731,0,24.02949065468337,22.753938988555618,24.885818128083656,25.15911672734984
14,13,-21.436301322946075,-8.657088169077678,76.88149545196889,-38.119902341965236,1069.019280936191,1100.0913484614398,1100.0913484614398,1082.4365740419194,1118.3462370989132,1130.091302074665,130.13760847102913,128.363449041157,131.92531582670762,133.06975100465212,0.5103589068578458,1.1338558853346967,0.2087592842478898,0,23.80373006661236,23.018931500764864,24.613931067345533,25.143031285800987
14,14,-21.436301322946075,-23.657088169077678,66.43260156553325,-69.09344382859977,1059.5118060591797,1029.584434904856,1029.584434904856,1117.605949654498,1015.17327099539,1124.1081511159766,123.0907914740754,131.85435979206716,121.5987611579324,132.49763942794334,1.823299509630715,0.207690448652329,2.3584213407349353,0,20.795767481256135,24.581396496751267,20.195317793719326,24.877501728293396
14,15,-21.436301322946075,-38.65708816907768,54.09891093931993,-82.55695174836228,1038.5632292898508,898.5583992447016,898.5583992447016,1102.8380332902427,796.6316319404721,1107.4818863897924,109.36112486214807,130.4483868794887,97.86669617671927,130.90042781115406,5.168225853294189,0.041230423212027745,10.727411609871751,0,15.713499412648972,23.943165521895594,12.159894669564778,24.147036283416895
14,16,-21.436301322946075,-53.65708816907768,41.413220959528054,-91.3020107029624,999.2641172166906,716.1208064011356,716.1208064011356,1019.7684069609603,494.50427703745413,1069.298608684217,88.74156120989548,122.21556779228167,59.64005361956534,127.19112727340222,12.664028528982499,0.7854280633378039,39.37437802894186,0,9.742387692205966,20.44204925338549,4.078132241626378,22.51067794238817
14,17,-21.436301322946075,-68.65708816907768,28.755755631080255,-98.52709862854053,923.46813811219,495.20062639425595,495.20062639425595,860.7679415860646,171.90499353603008,986.8893795335066,61.119973909207914,105.63672739466472,11.895719675162315,118.98985976329409,27.924316208299615,2.6742052919590833,85.89526957322344,0,4.29870951682598,14.49639568651007,0.14564167963061436,19.174653371396843
14,18,-21.436301322946075,-83.65708816907768,16.3259098578891,-105.42134634529609,751.728725241727,252.77927510052513,252.77927510052513,604.0917803209254,44.734493127987676,796.4632183697147,27.869439720673654,76.71721074043741,0.0,99.01601292563565,47.80347828156428,5.769407392211974,44.734493127987676,0,0.8271718339808665,7.047921469582477,0.0,12.488837646124423
14,19,-21.436301322946075,-98.65708816907768,4.311829744109055,-112.65640857346814,193.77273028185104,25.257859204341393,25.257859204341393,125.14397626178632,8.082280622108607,201.85501090395965,1.2657897959794568,16.7405691197264,0.0,27.45752556970955,16.20497864662493,3.4871796517560227,8.082280622108607,0,0.001613482100847996,0.2913824056778438,0.0,0.8021759568448061
15,6,-21.269473910221812,96.43168565888546,5.970773322790727,111.39770378675968,323.40948514795036,51.503745120163174,51.503745120163174,216.48922066444405,14.474816707799576,337.8843018557499,3.2983004559301414,28.7028456011614,0.0,45.05616304394422,27.865882132049162,5.190382586257556,14.474816707799576,0,0.011000362405820585,0.8789917297847119,0.0,2.2476392158607794
15,7,-21.269473910221812,81.43168565888546,18.069956813522076,104.23608569136994,787.0953005481853,287.6119155316575,287.6119155316575,648.5509100860979,48.318317771949566,835.4136183201348,32.71379367682926,81.90776524381582,0.0,103.21768701434743,45.713297030022176,5.310736414734492,48.318317771949566,0,1.1520129133996804,8.145859070175078,0.0,13.740219550471451
15,8,-21.269473910221812,66.43168565888546,30.551671241629098,97.32106719032618,937.5603087904244,528.3588174817667,528.3588174817667,888.2824559343354,218.67899380359765,1002.5911948302111,65.4622501130032,108.58135211093115,18.63024652501293,120.57310679219286,25.164419495128925,2.32088202035186,83.01774545270226,0,4.984965605126092,15.453268237026563,0.3623282441124296,19.789660484036702
15,9,-21.269473910221812,51.431685658885456,43.230108609100064,89.93416432305472,1006.1593107993135,744.7202479048389,744.7202479048389,1035.823902732615,542.9133971639911,1076.4402266835893,92.09938785047345,123.83081511608377,66.28917279916936,127.88926161625726,11.204940796499045,0.6167612147858108,32.830910621030284,0,10.592755144694138,21.098184696412304,5.122375316845165,22.812370119445276
15,10,-21.269473910221812,36.431685658885456,55.89246560816483,80.72241278584487,1042.1175820660526,920.416889036642,920.416889036642,1108.6453985998476,835.7036787227892,1110.557147611709,111.71189214855706,131.0114206778202,102.31680530267342,131.19667497157002,4.505337764654428,0.011778201336483107,8.688251106719235,0,16.51572502952122,24.197286177971364,13.465354563576383,24.281325694069267
15,11,-21.269473910221812,21.43168565888546,68.08455973831403,65.8243994314847,1061.1264343830105,1043.0522571266342,1043.0522571266342,1114.6086249620466,1037.8700997445596,1125.1537427351693,124.45526235421737,131.55760084358153,123.91585331084741,132.5977210073517,1.5448660241117977,0.29956907476434935,1.8059070981005334,0,21.35577240013579,24.44566698063801,21.13313365965689,24.923802975572016
15,12,-21.269473910221812,6.43168565888546,77.79017763676252,29.5761296083987,1069.2444238234657,1104.1134849688601,1104.1134849688601,1077.1608571206734,1123.8980484304693,1130.129778375566,130.5331014977265,127.83674823776526,132.4670295450934,133.07342556439613,0.43935683883978527,1.2585353978395233,0.10960101999285143,0,23.981276440476364,22.7895768034315,24.86335309237333,25.144743408183132
15,13,-21.269473910221812,-8.56831434111454,76.78906097675562,-37.41023033397756,1068.6432348210512,1099.3844370092143,1099.3844370092143,1082.6761280502724,1118.3136145698902,1129.794254548381,130.0685190879165,128.38800493917816,131.9226438468645,133.04138044006604,0.5177854142398246,1.1213444565703412,0.2039774521522304,0,23.772812135379922,23.029664763940133,24.612705349618835,25.12981519670734
15,14,-21.269473910221812,-23.56831434111454,66.4145835546092,-68.63011525681021,1059.1701154472132,1029.1912425457638,1029.1912425457638,1117.3602498769467,1016.0455787516895,1123.8234484709471,123.05137624351009,131.83086239335196,121.68911260196005,132.47038090156158,1.8260821248363754,0.2067367270781233,2.3281411235458336,0,20.779746215419763,24.570629447629642,20.231328665980087,24.864901884371022
15,15,-21.269473910221812,-38.568314341114544,54.10148761076929,-82.23944880310934,1038.2468713427113,898.3827127786979,898.3827127786979,1102.5719877511021,798.4524462536359,1107.208719995219,109.34293910254891,130.42269782597748,98.0784660522235,130.8740950409221,5.166024293914461,0.04116499043584554,10.605682028628053,0,15.70739728532078,23.931617360515816,12.220080939277608,24.135125758408577
15,16,-21.269473910221812,-53.568314341114544,41.419230319463544,-91.05385908954032,998.9626467588521,716.0513038816508,716.0513038816508,1019.5555937568488,496.95183274962267,1069.0339759693995,88.73465572863353,122.19439177216957,59.98909171051152,127.16521931323238,12.65601595954979,0.7846258286778038,38.961503766376495,0,9.740684580460623,20.43354373777437,4.129554347142957,22.49953732248356
15,17,-21.269473910221812,-68.56831434111454,28.757553564556705,-98.3147235216998,923.1505517794511,495.1185340287988,495.1185340287988,860.5454197673278,174.52579143617982,986.6004154549121,61.111130796190515,105.61321381808446,12.27376086201525,118.96063193685153,27.914945360300635,2.6730566513549547,85.74772881148648,0,4.297371617399243,14.488917018151739,0.15516790544181802,19.163426226836165
15,18,-21.269473910221812,-83.56831434111454,16.318531986495874,-105.22748763083263,751.2279752141224,252.56917165475932,252.56917165475932,603.6717013626321,44.73499490494658,795.9629701190689,27.84231195052235,76.6683231965448,0.0,98.96166139871701,47.798992416113265,5.769146627477426,44.73499490494658,0,0.8255131428880986,7.038034466376857,0.0,12.473154417952642
15,19,-21.269473910221812,-98.56831434111454,4.290897149675054,-112.47087467312875,191.83625522554524,24.948608497481434,24.948608497481434,123.84809040409843,8.002250034159413,199.83850525970468,1.2454949861443996,16.5693141330748,0.0,27.19116199397763,16.04105792501325,3.4576477181224305,8.002250034159413,0,0.0015620940011462636,0.28534784296184057,0.0,0.7862287423810272
16,6,-21.096343893345107,96.51809199641527,5.8104292415959415,111.29344705038459,311.43098920533464,48.754054181990895,48.754054181990895,207.79364130551167,13.866566294817364,325.297555500152,3.061863097031924,27.57424863700875,0.0,43.45835605886328,26.81592326557837,5.0545961597416635,13.866566294817364,0,0.00947523126582972,0.8092176833990514,0.0,2.0833017111580006
16,7,-21.096343893345107,81.51809199641527,17.917144536458935,104.11568221046667,783.8107118631183,284.4860259898311,284.4860259898311,644.5304067365596,48.04201266644419,831.8527245295625,32.2802987995103,81.44195403426049,0.0,102.83604575152717,45.908173691405466,5.3495074062958565,48.04201266644419,0,1.1206005222692923,8.043371871976447,0.0,13.623335682611597
16,8,-21.096343893345107,66.51809199641527,30.404178569518553,97.18033155199427,936.0681445609454,525.5159364811412,525.5159364811412,885.795622353859,217.66962320508142,1001.0126064497971,65.09482888436807,108.3169761904223,18.49801731099756,120.41437333700308,25.37709584630676,2.347969747111847,82.99019475092356,0,4.924608804508765,15.365695174522315,0.3571026725845421,19.727391565968517
16,9,-21.096343893345107,51.51809199641525,43.08471321400449,89.76445944411728,1005.2467766341358,742.2642178874765,742.2642178874765,1034.280148289039,541.5638816755048,1075.5613955352603,91.81434418283818,123.6763292230924,66.1140743440992,127.80345916223564,11.31298371409116,0.6292361812948002,32.94122722924908,0,10.518828601435786,21.034798471991806,5.093097278376618,22.77513621270083
16,10,-21.096343893345107,36.51809199641525,55.743624375092274,80.50947926360443,1041.4553042727498,918.3951012596754,918.3951012596754,1107.8950974448132,834.4163994993559,1109.9946490558864,111.49636986726723,130.93895027635529,102.173884329756,131.14251598696157,4.556342191637896,0.01353836378439155,8.730933850182623,0,16.441056402258027,24.16446799498877,13.42208086112825,24.256734880862552
16,11,-21.096343893345107,21.518091996415247,67.92084515297265,65.56196037660656,1060.5928141200636,1041.4772808239377,1041.4772808239377,1114.6392965505208,1036.884904410866,1124.7420122123442,124.2967500407533,131.5615102948778,123.81666704632471,132.55831626465482,1.5706658573215009,0.2895694409526186,1.8203248870099742,0,21.29017605457298,24.447451500461767,21.092374087015145,24.905565445073393
16,12,-21.096343893345107,6.518091996415247,77.5993021684826,29.549688005787534,1068.7854025304505,1102.9659875046,1102.9659875046,1077.969852746592,1123.3737354835578,1129.784773354878,130.42091298059364,127.91838274355239,132.4165136704202,133.04047484824994,0.45364365905925297,1.2312822622238855,0.1128072200922361,0,23.930815157782064,22.82501712425919,24.840016286465016,25.129393421433008
16,13,-21.096343893345107,-8.481908003584753,76.68834665447334,-36.70296096092002,1068.2315021143747,1098.6153972729312,1098.6153972729312,1082.9372780209187,1118.2471453095677,1129.474579900915,129.9933269081663,128.41476064435344,131.91670319337854,133.01084491160688,0.5259465016690683,1.1078188071624027,0.19940569795880947,0,23.739196199810408,23.04136364557246,24.609980352246737,25.115596274521238
16,14,-21.096343893345107,-23.481908003584753,66.39012682700977,-68.1570172666391,1058.7900585425236,1028.7255450903326,1028.7255450903326,1117.1023535184167,1016.8668159550457,1123.512952541093,123.00462446898439,131.80622249311966,121.77423813176638,132.44064918849082,1.8299839508372315,0.20546019835637708,2.2987025790378084,0,20.760754090544992,24.559342571688802,20.265297740874743,24.851164167262198
16,15,-21.096343893345107,-38.48190800358475,54.098676627662314,-81.91382211865098,1037.887006761347,898.12432072613,898.12432072613,1102.2637547627482,800.2204914610472,1106.9027009887764,109.31587024180854,130.3929196599439,98.28406098296183,130.8445918460088,5.1658374621200664,0.041213999563296966,10.486520261853116,0,15.698317415152857,23.918236046901995,12.278694984925352,24.1217862924199
16,16,-21.096343893345107,-53.48190800358475,41.42025464853868,-90.79921148210272,998.6074283735169,715.8897895751028,715.8897895751028,1019.273193133436,499.3573213608368,1068.7226298121836,88.71696694763331,122.16621493713075,60.33200093667704,127.13473450283753,12.652005592698856,0.7842997575070285,38.55421493302845,0,9.736322809903243,20.42223013549932,4.180433963216139,22.48643367086818
16,17,-21.096343893345107,-68.48190800358475,28.754467180084415,-98.09693080361137,922.7555851960124,494.93678441691577,494.93678441691577,860.2214998888874,177.12864010157378,986.2355456419726,61.08928527699075,105.57882808796754,12.652246917655123,118.9237217824617,27.912835474573228,2.6728352694656223,85.5767648199807,0,4.294067574937216,14.47798495875152,0.1650156217679104,19.149254607414477
16,18,-21.096343893345107,-83.48190800358475,16.306202455850524,-105.02893463293906,750.5765428315372,252.25505623213448,252.25505623213448,603.0948099510766,44.72866373085287,795.30520656239,27.800939950038494,76.60104531201083,0.0,98.89018097815008,47.79843581479187,5.7699016972281925,44.72866373085287,0,0.8229869083894741,7.024441843527967,0.0,12.452547940584523
16,19,-21.096343893345107,-98.48190800358475,4.2648323565279105,-112.28117475505795,189.44510155348215,24.566816589699936,24.566816589699936,122.24783869147673,7.9028185162743,197.34792006975644,1.2205384529443706,16.357763395781188,0.0,26.86195546663493,15.837970176119951,3.4210747270618924,7.9028185162743,0,0.0015000449568274288,0.27798355923689044,0.0,0.7667533431309721
17,6,-20.91696257447641,96.60205661060154,5.648527609035652,111.18285089114431,299.1047689661904,46.0108347158275,46.0108347158275,198.91420891291835,13.249341421892654,312.3541103880831,2.831043701010322,26.419605675313097,0.0,41.808762739516375,25.731260397280305,4.9099446311055885,13.249341421892654,0,0.008096703586285336,0.740991324140694,0.0,1.9208127148152627
17,7,-20.91696257447641,81.60205661060154,17.76315801134207,103.98870509169953,780.423498831851,281.33151866359674,281.33151866359674,640.4304895929232,47.76451365291016,828.1880124847611,31.843101455022822,80.96636798231968,0.0,102.44275637490472,46.09943125820814,5.388225792397748,47.76451365291016,0,1.0893907817315842,7.939548949753885,0.0,13.503565372961845
17,8,-20.91696257447641,66.60205661060154,30.255721594847046,97.03249541674842,934.5227017826179,522.6439117529078,522.6439117529078,883.259119193246,216.74535664523432,999.3843872616412,64.72326517261344,108.04708860556717,18.379300264155912,120.25054650705275,25.591973857365417,2.375360464387427,82.94717840221787,0,4.864006132762498,15.276637616473039,0.35244468986639177,19.663267709577042
17,9,-20.91696257447641,51.602056610601544,42.93835802770639,89.58666330898016,1004.2937124368023,739.7766428902022,739.7766428902022,1032.6960426537785,540.2791082643276,1074.648752319149,91.52536774964463,123.51771819298374,65.94800188038708,127.71432336397791,11.422484548162856,0.6419164457458919,33.04038837244184,0,10.44421441824089,20.969859476140826,5.065418904476942,22.73650196070298
17,10,-20.91696257447641,36.602056610601544,55.593513200968076,80.28668359315387,1040.7569693154273,916.3367943990049,916.3367943990049,1107.109738783623,833.1647610052469,1109.4051836323235,111.27678978720682,130.86306447593424,102.0350242647344,131.08574718582938,4.608182263178037,0.015436722670756353,8.770847941283364,0,16.36521591180896,24.130137812599088,13.380123564220497,24.23097852269592
17,11,-20.91696257447641,21.602056610601544,67.75492885407927,65.28654998788808,1060.0246808979507,1039.8585317343409,1039.8585317343409,1114.6428452713606,1035.9033500785183,1124.3067771141657,124.1337376167299,131.56280760758585,123.71786147482146,132.51665475501912,1.5970766817686126,0.27962166959764545,1.8341529934250502,0,21.222866090630234,24.44804369666096,21.051826117091622,24.88629404096409
17,12,-20.91696257447641,6.6020566106015455,77.4038067955565,29.502723298595335,1068.291881323551,1101.7656896300969,1101.7656896300969,1078.7717798257167,1122.8297774333803,1129.4176785764837,130.30351077310277,127.9993264997796,132.3641087170912,133.00540923854868,0.46853229716543865,1.2037578525396384,0.1159744078197491,0,23.878091253507648,22.860196576465214,24.815823706487294,25.11306576215904
17,13,-20.91696257447641,-8.397943389398455,76.57933802269935,-35.999581293652085,1067.7840507918615,1097.7833821237648,1097.7833821237648,1083.2191333155672,1118.1468862653699,1129.1322329075913,129.91194233397425,128.44362637797735,131.90749932887687,132.9781392440548,0.5348610545827341,1.093302601378582,0.19504146086228502,0,23.70285061571124,23.053989922009066,24.60575894375421,25.100373363008003
17,14,-20.91696257447641,-23.397943389398456,66.35910884874151,-67.67471032470469,1058.3715649114015,1028.1862503519546,1028.1862503519546,1116.8322810477512,1017.635922142383,1123.1765900957403,122.95042065636028,131.78044195762448,121.85403543969872,132.40843632904023,1.8350315178001892,0.2038581497974974,2.2701202707468155,0,20.738749980421346,24.547537248089043,20.297176822330357,24.83628628436341
17,15,-20.91696257447641,-38.397943389398456,54.09037219168956,-81.58031811636461,1037.48350826681,897.7819933160381,897.7819933160381,1101.9130019966105,801.9337676664329,1106.563685356459,109.27978244128339,130.35901849897425,98.48326977989521,130.8119031517077,5.167706454423524,0.04137987706576496,10.369980265239406,0,15.686217719342665,23.90300859776204,12.335660456271896,24.107012798196592
17,16,-20.91696257447641,-53.397943389398456,41.41620918849962,-90.53822001843477,998.1982332099013,715.6350134508062,715.6350134508062,1018.9205194409575,501.7183472413758,1068.3642878578767,88.68834497618248,122.1309656585963,60.66847785432236,127.09964347231704,12.652065990429264,0.7844577586317882,38.15273835886671,0,9.72926766827031,20.408082976929308,4.230707389228911,22.471356827785712
17,17,-20.91696257447641,-68.39794338939848,28.746429939562194,-97.87383370724905,922.2827725273078,494.65422775187807,494.65422775187807,859.7952054836496,179.7111574816489,985.7941979992531,61.05428266882446,105.53346114496662,13.030741159996651,118.87906814146844,27.9180899196798,2.673554288033529,85.3831865524862,0,4.288776627683298,14.463570022419646,0.17517477008613014,19.13211957842701
17,18,-20.91696257447641,-83.39794338939848,16.288871143027624,-104.82578068843817,749.7730745270732,251.83601148803984,251.83601148803984,602.3596502234894,44.715322783151976,794.4883973102251,27.74519935289304,76.51519580918595,0.0,98.80139304592655,47.801803247894185,5.771680212319666,44.715322783151976,0,0.819589800727357,7.007119992377824,0.0,12.426982577504972
17,19,-20.91696257447641,-98.39794338939848,4.233600868051121,-112.08739008777205,186.59709303698315,24.113150333404256,24.113150333404256,120.34256345365611,7.7838865300838265,194.380979567067,1.1910426801713114,16.10578916776352,0.0,26.469465324170784,15.595500223041405,3.3773408540971843,7.7838865300838265,0,0.0014283352794879356,0.26934199617473453,0.0,0.743871815218597
18,6,-20.731383108171876,96.68350805084503,5.4851481635660315,111.06592599407256,286.4381026902327,43.27900751628273,43.27900751628273,189.8588924491829,12.623602956510984,299.0617056467437,2.6063819219863027,25.23982298508274,0.0,40.10783005978993,24.612997233765338,4.756207628378007,12.623602956510984,0,0.006859517566132567,0.6745528898299469,0.0,1.760808730754185
18,7,-20.731383108171876,81.68350805084503,17.608067181229806,103.85518430447098,776.9332928529941,278.1499800308586,278.1499800308586,636.2519753616391,47.48575093547113,824.4190437884653,31.40245018372859,80.48106769226787,0.0,102.03772679758873,46.286681581043354,5.426845124073452,47.48575093547113,0,1.0584115992455523,7.834450540991327,0.0,13.380939332796416
18,8,-20.731383108171876,66.68350805084503,30.10635801120905,96.87761085977621,932.9241200801222,519.743932058733,519.743932058733,880.6736015515773,215.9071848685747,997.7065884854476,64.34770069747677,107.7717443147087,18.274228986301022,120.0816219152883,25.808971880726915,2.4030443662068137,82.88877344872452,0,4.803193727444082,15.186133691243185,0.3483486124780022,19.597300472674377
18,9,-20.731383108171876,51.68350805084502,42.7910857843299,89.40086143497966,1003.300234025374,737.258284286781,737.258284286781,1031.0718344704974,539.0601396210233,1073.7023030786077,91.23253471628917,123.35499924798407,65.79112521912612,127.6218511669153,11.533430247335787,0.6548004992164351,33.128145907212684,0,10.368944849233173,20.903385507995267,5.03935390080737,22.696471264089794
18,10,-20.731383108171876,36.68350805084502,55.44215678616881,80.05418000742735,1040.0226474872534,914.2422804876925,914.2422804876925,1106.289209857077,831.9495490859258,1108.7887151576517,111.05317455984896,130.78374887805415,101.90032313534591,131.02636320449616,4.660863226512674,0.017475879897347113,8.8079225581522,0,16.28822385671623,24.09429387875099,13.339504578542403,24.204056917575087
18,11,-20.731383108171876,21.683508050845024,67.58682004875462,64.9985169281965,1059.4220691907155,1038.1958832329146,1038.1958832329146,1114.6188208446754,1034.9259546054031,1123.8479900700318,123.96620276864414,131.561448827884,123.61949028493272,132.4727307343606,1.6241098793325364,0.26973320036108817,1.8473737356416677,0,21.153845500857358,24.44742344232003,21.01151103683391,24.865987875443864
18,12,-20.731383108171876,6.683508050845024,77.20375471804029,29.436039970086327,1067.7638644091537,1100.512067959575,1100.512067959575,1079.5652074216746,1122.2664962811639,1129.02844980674,130.18083515549745,128.07943728920813,132.30984489382124,132.96822355113122,0.48403774919870557,1.1759961245425075,0.11909607955931278,0,23.82308907395526,22.895052292390375,24.790791134403406,25.095759421812375
18,13,-20.731383108171876,-8.316491949154976,76.46203313280866,-35.301518710736,1067.3008541301203,1096.887541020831,1096.887541020831,1083.5206541369862,1118.0129087104983,1128.7671656936016,129.82427479234605,128.47449748077273,131.89503898002377,132.94325794587866,0.5445485229279257,1.0778230066309789,0.1908819221232534,0,23.663744157360384,23.06749887747702,24.600044770348745,25.08414525122558
18,14,-20.731383108171876,-23.316491949154976,66.32141221832053,-67.18377430083966,1057.9145691880435,1027.5722729181311,1027.5722729181311,1116.5499889675286,1018.3519036006741,1122.8142836087134,122.88864917174092,131.7535163778162,121.92840888492422,132.3737338692911,1.841252010997323,0.20192907765135715,2.2424069161603484,0,20.71369375525782,24.535212006766642,20.326920650907724,24.82026583592878
18,15,-20.731383108171876,-38.31649194915498,54.07647121131346,-81.23919330051085,1037.0362524797008,897.3545188499804,897.3545188499804,1101.519371233784,803.5903457587812,1106.1915223928422,109.2345407223301,130.32095768404983,98.67588982031107,130.77601310203886,5.171673334668867,0.04166549151568688,10.256109966783924,0,15.671057649813534,23.88592111986776,12.390903190568551,24.090800032959066
18,16,-20.731383108171876,-53.31649194915498,41.40701145004361,-90.27104216180246,997.7348321257317,715.2857551677326,715.2857551677326,1018.4968778485903,504.03258225863254,1067.9586560625155,88.64864193279124,122.08857074019232,60.998230520491774,127.05991543103099,12.656267174459572,0.7851079836976851,37.75728083242757,0,9.719486386267008,20.391077040892668,4.280311679176933,22.454296417721196
18,17,-20.731383108171876,-68.31649194915498,28.7333775480787,-97.64554851201343,921.7316309997889,494.26975515908475,494.26975515908475,859.2655569190954,182.2710172436077,985.2757715452905,61.00597188259067,105.47700227033425,13.408813582908428,118.82660620458051,27.93081170932095,2.6752268826656973,85.16781989028176,0,4.281480200376265,14.445643934765911,0.1856340465572046,19.112001811760166
18,18,-20.731383108171876,-83.31649194915498,16.266490232321303,-104.61812087639022,748.8161070628923,251.31117379876616,251.31117379876616,601.4647294008001,44.69478074920836,793.5108878121007,27.674974709522594,76.41058622297822,0.0,98.6951023150035,47.80906464339702,5.7744875198170575,44.69478074920836,0,0.815320572229087,6.986047640359416,0.0,12.396421978690611
18,19,-20.731383108171876,-98.31649194915498,4.197170558052678,-111.88960278737105,183.2905357340349,23.588569793022486,23.588569793022486,118.13210284331305,7.645381242375651,190.93591697641054,1.1571644252682651,15.813321640441874,0.0,26.013290552737406,15.313480018832722,3.32631606631395,7.645381242375651,0,0.0013481431183020032,0.2594885083380021,0.0,0.7177378239600714
